ep-829488 FCC(F)(OC(F)(F)F)C(F)(F)F
ep-844017 COC(=C(F)OC(F)(F)F)C(F)F
ep-844018 FCOC(CF)=C(F)OC(F)(F)F
ep-844019 CC(OC(F)F)=C(F)OC(F)(F)F
ep-844020 COC(=C(F)OC(F)F)C(F)(F)F
ep-844021 FCOC(=C(F)OC(F)F)C(F)F
ep-844022 FCC(OC(F)F)=C(F)OC(F)F
ep-844023 CC(OC(F)(F)F)=C(F)OC(F)F
ep-844024 FCOC(F)=C(OCF)C(F)(F)F
ep-844025 FCOC(F)=C(OC(F)F)C(F)F
ep-844026 FCOC(F)=C(CF)OC(F)(F)F
ep-844027 COC(F)=C(OC(F)F)C(F)(F)F
ep-844028 COC(F)=C(OC(F)(F)F)C(F)F
ep-844029 COC(=COC(F)(F)F)C(F)(F)F
ep-844030 FCOC(=COC(F)(F)F)C(F)F
ep-844031 FCC(=COC(F)(F)F)OC(F)F
ep-844032 CC(=COC(F)(F)F)OC(F)(F)F
ep-844033 FCOC(=COC(F)F)C(F)(F)F
ep-844034 FC(F)OC=C(OC(F)F)C(F)F
ep-844035 FCC(=COC(F)F)OC(F)(F)F
ep-844036 FCOC=C(OC(F)F)C(F)(F)F
ep-844037 FCOC=C(OC(F)(F)F)C(F)F
ep-844038 COC=C(OC(F)(F)F)C(F)(F)F
ep-844045 CC(F)(F)OC(F)=C(F)OC(F)F
ep-844046 FCOC(F)=C(F)OC(F)(F)CF
ep-844047 COC(F)=C(F)OC(F)(F)C(F)F
ep-844048 CC(F)(F)OC(F)=COC(F)(F)F
ep-844049 FCC(F)(F)OC(F)=COC(F)F
ep-844050 FCOC=C(F)OC(F)(F)C(F)F
ep-844051 COC=C(F)OC(F)(F)C(F)(F)F
ep-844052 CC(F)OC(F)=C(F)OC(F)(F)F
ep-844053 FCC(F)OC(F)=C(F)OC(F)F
ep-844054 FCOC(F)=C(F)OC(F)C(F)F
ep-844055 COC(F)=C(F)OC(F)C(F)(F)F
ep-844056 FCC(F)OC(F)=COC(F)(F)F
ep-844057 FC(=COC(F)F)OC(F)C(F)F
ep-844058 FCOC=C(F)OC(F)C(F)(F)F
ep-844059 FCCOC(F)=C(F)OC(F)(F)F
ep-844060 FC(OCC(F)F)=C(F)OC(F)F
ep-844061 FCOC(F)=C(F)OCC(F)(F)F
ep-844062 FC(=COC(F)(F)F)OCC(F)F
ep-844063 FC(=COC(F)F)OCC(F)(F)F
ep-844064 CC(F)(F)OC=C(F)OC(F)(F)F
ep-844065 FCC(F)(F)OC=C(F)OC(F)F
ep-844066 FCOC(F)=COC(F)(F)C(F)F
ep-844067 COC(F)=COC(F)(F)C(F)(F)F
ep-844068 FCC(F)(F)OC=COC(F)(F)F
ep-844069 FC(F)OC=COC(F)(F)C(F)F
ep-844070 FCOC=COC(F)(F)C(F)(F)F
ep-844071 FCC(F)OC=C(F)OC(F)(F)F
ep-844072 FC(=COC(F)C(F)F)OC(F)F
ep-844073 FCOC(F)=COC(F)C(F)(F)F
ep-844074 FC(F)C(F)OC=COC(F)(F)F
ep-844075 FC(F)OC=COC(F)C(F)(F)F
ep-844076 FC(=COCC(F)F)OC(F)(F)F
ep-844077 FC(=COCC(F)(F)F)OC(F)F
ep-844078 FC(F)(F)COC=COC(F)(F)F
ep-844460 CCC(F)(OC)C(F)(F)C(F)(F)F
ep-844461 COC(F)(C(C)F)C(F)(F)C(F)F
ep-844462 COC(F)(CCF)C(F)(F)C(F)F
ep-844463 CCC(F)(OCF)C(F)(F)C(F)F
ep-844464 COC(F)(C(C)(F)F)C(F)(F)CF
ep-844465 COC(F)(C(F)CF)C(F)(F)CF
ep-844466 CC(F)C(F)(OCF)C(F)(F)CF
ep-844467 COC(F)(CC(F)F)C(F)(F)CF
ep-844468 FCCC(F)(OCF)C(F)(F)CF
ep-844469 CCC(F)(OC(F)F)C(F)(F)CF
ep-844470 CC(F)(F)C(F)(OCF)C(C)(F)F
ep-844471 COC(F)(C(F)C(F)F)C(C)(F)F
ep-844472 CC(F)(F)C(F)(OCF)C(F)CF
ep-844473 CC(F)C(F)(OC(F)F)C(C)(F)F
ep-844474 COC(F)(CC(F)(F)F)C(C)(F)F
ep-844475 CC(F)(F)C(F)(CC(F)F)OCF
ep-844476 CC(F)(F)C(F)(CCF)OC(F)F
ep-844477 CCC(F)(OC(F)(F)F)C(C)(F)F
ep-844478 COC(F)(C(C)F)C(F)C(F)(F)F
ep-844479 COC(F)(CCF)C(F)C(F)(F)F
ep-844480 CCC(F)(OCF)C(F)C(F)(F)F
ep-844481 COC(F)(C(F)CF)C(F)C(F)F
ep-844482 CC(F)C(F)(OCF)C(F)C(F)F
ep-844483 COC(F)(CC(F)F)C(F)C(F)F
ep-844484 FCCC(F)(OCF)C(F)C(F)F
ep-844485 CCC(F)(OC(F)F)C(F)C(F)F
ep-844486 FCOC(F)(C(F)CF)C(F)CF
ep-844487 CC(F)C(F)(OC(F)F)C(F)CF
ep-844488 COC(F)(CC(F)(F)F)C(F)CF
ep-844489 FCOC(F)(CC(F)F)C(F)CF
ep-844490 FCCC(F)(OC(F)F)C(F)CF
ep-844491 CCC(F)(OC(F)(F)F)C(F)CF
ep-844492 CC(F)C(F)(OC(F)(F)F)C(C)F
ep-844493 CC(F)C(F)(CC(F)(F)F)OCF
ep-844494 CC(F)C(F)(CC(F)F)OC(F)F
ep-844495 CC(F)C(F)(CCF)OC(F)(F)F
ep-844496 COC(F)(CC(F)F)CC(F)(F)F
ep-844497 FCCC(F)(CC(F)(F)F)OCF
ep-844498 CCC(F)(CC(F)(F)F)OC(F)F
ep-844499 FCOC(F)(CC(F)F)CC(F)F
ep-844500 FCCC(F)(CC(F)F)OC(F)F
ep-844501 CCC(F)(CC(F)F)OC(F)(F)F
ep-844502 FCCC(F)(CCF)OC(F)(F)F
ep-844503 COC(C(C)F)C(F)(F)C(F)(F)F
ep-844504 COC(CCF)C(F)(F)C(F)(F)F
ep-844505 CCC(OCF)C(F)(F)C(F)(F)F
ep-844506 COC(C(C)(F)F)C(F)(F)C(F)F
ep-844507 COC(C(F)CF)C(F)(F)C(F)F
ep-844508 CC(F)C(OCF)C(F)(F)C(F)F
ep-844509 COC(CC(F)F)C(F)(F)C(F)F
ep-844510 FCCC(OCF)C(F)(F)C(F)F
ep-844511 CCC(OC(F)F)C(F)(F)C(F)F
ep-844512 COC(C(F)(F)CF)C(F)(F)CF
ep-844513 CC(F)(F)C(OCF)C(F)(F)CF
ep-844514 COC(C(F)C(F)F)C(F)(F)CF
ep-844515 FCOC(C(F)CF)C(F)(F)CF
ep-844516 CC(F)C(OC(F)F)C(F)(F)CF
ep-844517 COC(CC(F)(F)F)C(F)(F)CF
ep-844518 FCOC(CC(F)F)C(F)(F)CF
ep-844519 FCCC(OC(F)F)C(F)(F)CF
ep-844520 CCC(OC(F)(F)F)C(F)(F)CF
ep-844521 CC(F)(F)C(OC(F)F)C(C)(F)F
ep-844522 COC(C(F)C(F)(F)F)C(C)(F)F
ep-844523 CC(F)(F)C(OCF)C(F)C(F)F
ep-844524 CC(F)(F)C(OC(F)F)C(F)CF
ep-844525 CC(F)C(OC(F)(F)F)C(C)(F)F
ep-844526 CC(F)(F)C(CC(F)(F)F)OCF
ep-844527 CC(F)(F)C(CC(F)F)OC(F)F
ep-844528 CC(F)(F)C(CCF)OC(F)(F)F
ep-844529 COC(C(F)CF)C(F)C(F)(F)F
ep-844530 CC(F)C(OCF)C(F)C(F)(F)F
ep-844531 COC(CC(F)F)C(F)C(F)(F)F
ep-844532 FCCC(OCF)C(F)C(F)(F)F
ep-844533 CCC(OC(F)F)C(F)C(F)(F)F
ep-844534 COC(C(F)C(F)F)C(F)C(F)F
ep-844535 FCOC(C(F)CF)C(F)C(F)F
ep-844536 CC(F)C(OC(F)F)C(F)C(F)F
ep-844537 COC(CC(F)(F)F)C(F)C(F)F
ep-844538 FCOC(CC(F)F)C(F)C(F)F
ep-844539 FCCC(OC(F)F)C(F)C(F)F
ep-844540 CCC(OC(F)(F)F)C(F)C(F)F
ep-844541 FCC(F)C(OC(F)F)C(F)CF
ep-844542 CC(F)C(OC(F)(F)F)C(F)CF
ep-844543 FCOC(CC(F)(F)F)C(F)CF
ep-844544 FCC(F)C(CC(F)F)OC(F)F
ep-844545 FCCC(OC(F)(F)F)C(F)CF
ep-844546 CC(F)C(CC(F)(F)F)OC(F)F
ep-844547 CC(F)C(CC(F)F)OC(F)(F)F
ep-844548 COC(CC(F)(F)F)CC(F)(F)F
ep-844549 FCOC(CC(F)F)CC(F)(F)F
ep-844550 FCCC(CC(F)(F)F)OC(F)F
ep-844551 CCC(CC(F)(F)F)OC(F)(F)F
ep-844552 FC(F)CC(CC(F)F)OC(F)F
ep-844553 FCCC(CC(F)F)OC(F)(F)F
ep-845103 C=CC(F)(OC)C(F)(F)C(F)(F)F
ep-845104 C=C(F)C(F)(OC)C(F)(F)C(F)F
ep-845105 COC(F)(C=CF)C(F)(F)C(F)F
ep-845106 C=CC(F)(OCF)C(F)(F)C(F)F
ep-845107 COC(F)(C(F)=CF)C(F)(F)CF
ep-845108 C=C(F)C(F)(OCF)C(F)(F)CF
ep-845109 COC(F)(C=C(F)F)C(F)(F)CF
ep-845110 FC=CC(F)(OCF)C(F)(F)CF
ep-845111 C=CC(F)(OC(F)F)C(F)(F)CF
ep-845112 COC(F)(C(F)=C(F)F)C(C)(F)F
ep-845113 CC(F)(F)C(F)(OCF)C(F)=CF
ep-845114 C=C(F)C(F)(OC(F)F)C(C)(F)F
ep-845115 CC(F)(F)C(F)(C=C(F)F)OCF
ep-845116 CC(F)(F)C(F)(C=CF)OC(F)F
ep-845117 C=CC(F)(OC(F)(F)F)C(C)(F)F
ep-845118 C=C(F)C(F)(OC)C(F)C(F)(F)F
ep-845119 COC(F)(C=CF)C(F)C(F)(F)F
ep-845120 C=CC(F)(OCF)C(F)C(F)(F)F
ep-845121 COC(F)(C(F)=CF)C(F)C(F)F
ep-845122 C=C(F)C(F)(OCF)C(F)C(F)F
ep-845123 COC(F)(C=C(F)F)C(F)C(F)F
ep-845124 FC=CC(F)(OCF)C(F)C(F)F
ep-845125 C=CC(F)(OC(F)F)C(F)C(F)F
ep-845126 COC(F)(C(F)=C(F)F)C(F)CF
ep-845127 FC=C(F)C(F)(OCF)C(F)CF
ep-845128 C=C(F)C(F)(OC(F)F)C(F)CF
ep-845129 FCOC(F)(C=C(F)F)C(F)CF
ep-845130 FC=CC(F)(OC(F)F)C(F)CF
ep-845131 C=CC(F)(OC(F)(F)F)C(F)CF
ep-845132 CC(F)C(F)(OCF)C(F)=C(F)F
ep-845133 CC(F)C(F)(OC(F)F)C(F)=CF
ep-845134 C=C(F)C(F)(OC(F)(F)F)C(C)F
ep-845135 CC(F)C(F)(C=C(F)F)OC(F)F
ep-845136 CC(F)C(F)(C=CF)OC(F)(F)F
ep-845137 COC(F)(CC(F)(F)F)C(F)=CF
ep-845138 C=C(F)C(F)(CC(F)(F)F)OCF
ep-845139 COC(F)(C=C(F)F)CC(F)(F)F
ep-845140 FC=CC(F)(CC(F)(F)F)OCF
ep-845141 C=CC(F)(CC(F)(F)F)OC(F)F
ep-845142 COC(F)(CC(F)F)C(F)=C(F)F
ep-845143 FC=C(F)C(F)(CC(F)F)OCF
ep-845144 C=C(F)C(F)(CC(F)F)OC(F)F
ep-845145 FCOC(F)(C=C(F)F)CC(F)F
ep-845146 FC=CC(F)(CC(F)F)OC(F)F
ep-845147 C=CC(F)(CC(F)F)OC(F)(F)F
ep-845148 FCCC(F)(OCF)C(F)=C(F)F
ep-845149 FC=C(F)C(F)(CCF)OC(F)F
ep-845150 C=C(F)C(F)(CCF)OC(F)(F)F
ep-845151 FCCC(F)(C=C(F)F)OC(F)F
ep-845152 FC=CC(F)(CCF)OC(F)(F)F
ep-845153 CCC(F)(OC(F)F)C(F)=C(F)F
ep-845154 CCC(F)(OC(F)(F)F)C(F)=CF
ep-845155 CCC(F)(C=C(F)F)OC(F)(F)F
ep-845156 C=C(F)C(OC)C(F)(F)C(F)(F)F
ep-845157 COC(C=CF)C(F)(F)C(F)(F)F
ep-845158 C=CC(OCF)C(F)(F)C(F)(F)F
ep-845159 COC(C(F)=CF)C(F)(F)C(F)F
ep-845160 C=C(F)C(OCF)C(F)(F)C(F)F
ep-845161 COC(C=C(F)F)C(F)(F)C(F)F
ep-845162 FC=CC(OCF)C(F)(F)C(F)F
ep-845163 C=CC(OC(F)F)C(F)(F)C(F)F
ep-845164 COC(C(F)=C(F)F)C(F)(F)CF
ep-845165 FC=C(F)C(OCF)C(F)(F)CF
ep-845166 C=C(F)C(OC(F)F)C(F)(F)CF
ep-845167 FCOC(C=C(F)F)C(F)(F)CF
ep-845168 FC=CC(OC(F)F)C(F)(F)CF
ep-845169 C=CC(OC(F)(F)F)C(F)(F)CF
ep-845170 CC(F)(F)C(OCF)C(F)=C(F)F
ep-845171 CC(F)(F)C(OC(F)F)C(F)=CF
ep-845172 C=C(F)C(OC(F)(F)F)C(C)(F)F
ep-845173 CC(F)(F)C(C=C(F)F)OC(F)F
ep-845174 CC(F)(F)C(C=CF)OC(F)(F)F
ep-845175 COC(C(F)=CF)C(F)C(F)(F)F
ep-845176 C=C(F)C(OCF)C(F)C(F)(F)F
ep-845177 COC(C=C(F)F)C(F)C(F)(F)F
ep-845178 FC=CC(OCF)C(F)C(F)(F)F
ep-845179 C=CC(OC(F)F)C(F)C(F)(F)F
ep-845180 COC(C(F)=C(F)F)C(F)C(F)F
ep-845181 FC=C(F)C(OCF)C(F)C(F)F
ep-845182 C=C(F)C(OC(F)F)C(F)C(F)F
ep-845183 FCOC(C=C(F)F)C(F)C(F)F
ep-845184 FC=CC(OC(F)F)C(F)C(F)F
ep-845185 C=CC(OC(F)(F)F)C(F)C(F)F
ep-845186 FCOC(C(F)=C(F)F)C(F)CF
ep-845187 FC=C(F)C(OC(F)F)C(F)CF
ep-845188 C=C(F)C(OC(F)(F)F)C(F)CF
ep-845189 FCC(F)C(C=C(F)F)OC(F)F
ep-845190 FC=CC(OC(F)(F)F)C(F)CF
ep-845191 CC(F)C(OC(F)F)C(F)=C(F)F
ep-845192 CC(F)C(OC(F)(F)F)C(F)=CF
ep-845193 CC(F)C(C=C(F)F)OC(F)(F)F
ep-845194 COC(CC(F)(F)F)C(F)=C(F)F
ep-845195 FC=C(F)C(CC(F)(F)F)OCF
ep-845196 C=C(F)C(CC(F)(F)F)OC(F)F
ep-845197 FCOC(C=C(F)F)CC(F)(F)F
ep-845198 FC=CC(CC(F)(F)F)OC(F)F
ep-845199 C=CC(CC(F)(F)F)OC(F)(F)F
ep-845200 FCOC(CC(F)F)C(F)=C(F)F
ep-845201 FC=C(F)C(CC(F)F)OC(F)F
ep-845202 C=C(F)C(CC(F)F)OC(F)(F)F
ep-845203 FC(F)=CC(CC(F)F)OC(F)F
ep-845204 FC=CC(CC(F)F)OC(F)(F)F
ep-845205 FCCC(OC(F)F)C(F)=C(F)F
ep-845206 FC=C(F)C(CCF)OC(F)(F)F
ep-845207 FCCC(C=C(F)F)OC(F)(F)F
ep-845208 CCC(OC(F)(F)F)C(F)=C(F)F
ep-845493 C#CC(F)(OC)C(F)(F)C(F)(F)F
ep-845494 COC(F)(C#CF)C(F)(F)C(F)F
ep-845495 C#CC(F)(OCF)C(F)(F)C(F)F
ep-845496 FC#CC(F)(OCF)C(F)(F)CF
ep-845497 C#CC(F)(OC(F)F)C(F)(F)CF
ep-845498 CC(F)(F)C(F)(C#CF)OC(F)F
ep-845499 C#CC(F)(OC(F)(F)F)C(C)(F)F
ep-845500 COC(F)(C#CF)C(F)C(F)(F)F
ep-845501 C#CC(F)(OCF)C(F)C(F)(F)F
ep-845502 FC#CC(F)(OCF)C(F)C(F)F
ep-845503 C#CC(F)(OC(F)F)C(F)C(F)F
ep-845504 FC#CC(F)(OC(F)F)C(F)CF
ep-845505 C#CC(F)(OC(F)(F)F)C(F)CF
ep-845506 CC(F)C(F)(C#CF)OC(F)(F)F
ep-845507 FC#CC(F)(CC(F)(F)F)OCF
ep-845508 C#CC(F)(CC(F)(F)F)OC(F)F
ep-845509 FC#CC(F)(CC(F)F)OC(F)F
ep-845510 C#CC(F)(CC(F)F)OC(F)(F)F
ep-845511 FC#CC(F)(CCF)OC(F)(F)F
ep-845512 COC(C#CF)C(F)(F)C(F)(F)F
ep-845513 C#CC(OCF)C(F)(F)C(F)(F)F
ep-845514 FC#CC(OCF)C(F)(F)C(F)F
ep-845515 C#CC(OC(F)F)C(F)(F)C(F)F
ep-845516 FC#CC(OC(F)F)C(F)(F)CF
ep-845517 C#CC(OC(F)(F)F)C(F)(F)CF
ep-845518 CC(F)(F)C(C#CF)OC(F)(F)F
ep-845519 FC#CC(OCF)C(F)C(F)(F)F
ep-845520 C#CC(OC(F)F)C(F)C(F)(F)F
ep-845521 FC#CC(OC(F)F)C(F)C(F)F
ep-845522 C#CC(OC(F)(F)F)C(F)C(F)F
ep-845523 FC#CC(OC(F)(F)F)C(F)CF
ep-845524 FC#CC(CC(F)(F)F)OC(F)F
ep-845525 C#CC(CC(F)(F)F)OC(F)(F)F
ep-845526 FC#CC(CC(F)F)OC(F)(F)F
ep-845608 C=C(F)C(OCF)=C(F)C(F)(F)F
ep-845609 COC(C(F)=CF)=C(F)C(F)(F)F
ep-845610 C=C(F)C(OC(F)F)=C(F)C(F)F
ep-845611 FC=C(F)C(OCF)=C(F)C(F)F
ep-845612 COC(C(F)=C(F)F)=C(F)C(F)F
ep-845613 C=C(F)C(OC(F)(F)F)=C(F)CF
ep-845614 FC=C(F)C(OC(F)F)=C(F)CF
ep-845615 FCOC(=C(F)CF)C(F)=C(F)F
ep-845616 CC(F)=C(OC(F)(F)F)C(F)=CF
ep-845617 CC(F)=C(OC(F)F)C(F)=C(F)F
ep-845618 C=CC(OC(F)F)=C(F)C(F)(F)F
ep-845619 FC=CC(OCF)=C(F)C(F)(F)F
ep-845620 COC(C=C(F)F)=C(F)C(F)(F)F
ep-845621 C=CC(OC(F)(F)F)=C(F)C(F)F
ep-845622 FC=CC(OC(F)F)=C(F)C(F)F
ep-845623 FCOC(C=C(F)F)=C(F)C(F)F
ep-845624 FC=CC(OC(F)(F)F)=C(F)CF
ep-845625 FCC(F)=C(C=C(F)F)OC(F)F
ep-845626 CC(F)=C(C=C(F)F)OC(F)(F)F
ep-845627 C=C(F)C(=CC(F)(F)F)OC(F)F
ep-845628 FC=C(F)C(=CC(F)(F)F)OCF
ep-845629 COC(=CC(F)(F)F)C(F)=C(F)F
ep-845630 C=C(F)C(=CC(F)F)OC(F)(F)F
ep-845631 FC=C(F)C(=CC(F)F)OC(F)F
ep-845632 FCOC(=CC(F)F)C(F)=C(F)F
ep-845633 FC=C(F)C(=CCF)OC(F)(F)F
ep-845634 FCC=C(OC(F)F)C(F)=C(F)F
ep-845635 CC=C(OC(F)(F)F)C(F)=C(F)F
ep-845636 C=CC(=CC(F)(F)F)OC(F)(F)F
ep-845637 FC=CC(=CC(F)(F)F)OC(F)F
ep-845638 FCOC(C=C(F)F)=CC(F)(F)F
ep-845639 FC=CC(=CC(F)F)OC(F)(F)F
ep-845640 FC(F)=CC(=CC(F)F)OC(F)F
ep-845641 FCC=C(C=C(F)F)OC(F)(F)F
ep-845642 C#CC(OC(F)F)=C(F)C(F)(F)F
ep-845643 FC#CC(OCF)=C(F)C(F)(F)F
ep-845644 C#CC(OC(F)(F)F)=C(F)C(F)F
ep-845645 FC#CC(OC(F)F)=C(F)C(F)F
ep-845646 FC#CC(OC(F)(F)F)=C(F)CF
ep-845647 C#CC(=CC(F)(F)F)OC(F)(F)F
ep-845648 FC#CC(=CC(F)(F)F)OC(F)F
ep-845649 FC#CC(=CC(F)F)OC(F)(F)F
ep-845665 C=C(F)C(F)=C(OCF)C(F)(F)F
ep-845666 COC(=C(F)C(F)=CF)C(F)(F)F
ep-845667 C=CC(F)=C(OC(F)F)C(F)(F)F
ep-845668 FC=CC(F)=C(OCF)C(F)(F)F
ep-845669 COC(=C(F)C=C(F)F)C(F)(F)F
ep-845670 C=C(F)C(F)=C(OC(F)F)C(F)F
ep-845671 FC=C(F)C(F)=C(OCF)C(F)F
ep-845672 COC(=C(F)C(F)=C(F)F)C(F)F
ep-845673 C=CC(F)=C(OC(F)(F)F)C(F)F
ep-845674 FC=CC(F)=C(OC(F)F)C(F)F
ep-845675 FCOC(=C(F)C=C(F)F)C(F)F
ep-845676 C=C(F)C(F)=C(CF)OC(F)(F)F
ep-845677 FC=C(F)C(F)=C(CF)OC(F)F
ep-845678 FCOC(CF)=C(F)C(F)=C(F)F
ep-845679 FC=CC(F)=C(CF)OC(F)(F)F
ep-845680 FCC(OC(F)F)=C(F)C=C(F)F
ep-845681 CC(OC(F)(F)F)=C(F)C(F)=CF
ep-845682 CC(OC(F)F)=C(F)C(F)=C(F)F
ep-845683 CC(OC(F)(F)F)=C(F)C=C(F)F
ep-845684 C=C(F)C=C(OC(F)F)C(F)(F)F
ep-845685 FC=C(F)C=C(OCF)C(F)(F)F
ep-845686 COC(=CC(F)=C(F)F)C(F)(F)F
ep-845687 C=CC=C(OC(F)(F)F)C(F)(F)F
ep-845688 FC=CC=C(OC(F)F)C(F)(F)F
ep-845689 FCOC(=CC=C(F)F)C(F)(F)F
ep-845690 C=C(F)C=C(OC(F)(F)F)C(F)F
ep-845691 FC=C(F)C=C(OC(F)F)C(F)F
ep-845692 FCOC(=CC(F)=C(F)F)C(F)F
ep-845693 FC=CC=C(OC(F)(F)F)C(F)F
ep-845694 FC(F)=CC=C(OC(F)F)C(F)F
ep-845695 FC=C(F)C=C(CF)OC(F)(F)F
ep-845696 FCC(=CC(F)=C(F)F)OC(F)F
ep-845697 FCC(=CC=C(F)F)OC(F)(F)F
ep-845698 CC(=CC(F)=C(F)F)OC(F)(F)F
ep-845699 C#CC(F)=C(OC(F)F)C(F)(F)F
ep-845700 FC#CC(F)=C(OCF)C(F)(F)F
ep-845701 C#CC(F)=C(OC(F)(F)F)C(F)F
ep-845702 FC#CC(F)=C(OC(F)F)C(F)F
ep-845703 FC#CC(F)=C(CF)OC(F)(F)F
ep-845704 C#CC=C(OC(F)(F)F)C(F)(F)F
ep-845705 FC#CC=C(OC(F)F)C(F)(F)F
ep-845706 FC#CC=C(OC(F)(F)F)C(F)F
ep-845742 COC(F)(C#CC(F)(F)F)C(F)F
ep-845743 FCOC(F)(C#CC(F)(F)F)CF
ep-845744 CC(F)(C#CC(F)(F)F)OC(F)F
ep-845745 COC(F)(C#CC(F)F)C(F)(F)F
ep-845746 FCOC(F)(C#CC(F)F)C(F)F
ep-845747 FCC(F)(C#CC(F)F)OC(F)F
ep-845748 CC(F)(C#CC(F)F)OC(F)(F)F
ep-845749 FCC#CC(F)(OCF)C(F)(F)F
ep-845750 FCC#CC(F)(OC(F)F)C(F)F
ep-845751 FCC#CC(F)(CF)OC(F)(F)F
ep-845752 CC#CC(F)(OC(F)F)C(F)(F)F
ep-845753 CC#CC(F)(OC(F)(F)F)C(F)F
ep-845754 COC(C#CC(F)(F)F)C(F)(F)F
ep-845755 FCOC(C#CC(F)(F)F)C(F)F
ep-845756 FCC(C#CC(F)(F)F)OC(F)F
ep-845757 CC(C#CC(F)(F)F)OC(F)(F)F
ep-845758 FCOC(C#CC(F)F)C(F)(F)F
ep-845759 FC(F)C#CC(OC(F)F)C(F)F
ep-845760 FCC(C#CC(F)F)OC(F)(F)F
ep-845761 FCC#CC(OC(F)F)C(F)(F)F
ep-845762 FCC#CC(OC(F)(F)F)C(F)F
ep-845763 CC#CC(OC(F)(F)F)C(F)(F)F
ep-845790 FCOC(C#CC(F)(F)F)=C(F)F
ep-845791 FC=C(C#CC(F)(F)F)OC(F)F
ep-845792 C=C(C#CC(F)(F)F)OC(F)(F)F
ep-845793 FC(F)=C(C#CC(F)F)OC(F)F
ep-845794 FC=C(C#CC(F)F)OC(F)(F)F
ep-845795 FCC#CC(OC(F)(F)F)=C(F)F
ep-845802 COC(F)(F)C#CC(F)(F)C(F)F
ep-845803 FCOC(F)(F)C#CC(F)(F)CF
ep-845804 CC(F)(F)C#CC(F)(F)OC(F)F
ep-845805 COC(F)(F)C#CC(F)C(F)(F)F
ep-845806 FCOC(F)(F)C#CC(F)C(F)F
ep-845807 FCC(F)C#CC(F)(F)OC(F)F
ep-845808 CC(F)C#CC(F)(F)OC(F)(F)F
ep-845809 FCOC(F)(F)C#CCC(F)(F)F
ep-845810 FC(F)CC#CC(F)(F)OC(F)F
ep-845811 FCCC#CC(F)(F)OC(F)(F)F
ep-845812 COC(F)C#CC(F)(F)C(F)(F)F
ep-845813 FCOC(F)C#CC(F)(F)C(F)F
ep-845814 FCC(F)(F)C#CC(F)OC(F)F
ep-845815 CC(F)(F)C#CC(F)OC(F)(F)F
ep-845816 FCOC(F)C#CC(F)C(F)(F)F
ep-845817 FC(F)OC(F)C#CC(F)C(F)F
ep-845818 FCC(F)C#CC(F)OC(F)(F)F
ep-845819 FC(F)OC(F)C#CCC(F)(F)F
ep-845820 FC(F)CC#CC(F)OC(F)(F)F
ep-845821 FCOCC#CC(F)(F)C(F)(F)F
ep-845822 FC(F)OCC#CC(F)(F)C(F)F
ep-845823 FCC(F)(F)C#CCOC(F)(F)F
ep-845824 FC(F)OCC#CC(F)C(F)(F)F
ep-845825 FC(F)C(F)C#CCOC(F)(F)F
ep-845826 FC(F)(F)CC#CCOC(F)(F)F
ep-845863 FCOC(F)(F)C#CC(F)=C(F)F
ep-845864 FC=C(F)C#CC(F)(F)OC(F)F
ep-845865 C=C(F)C#CC(F)(F)OC(F)(F)F
ep-845866 FC(F)=CC#CC(F)(F)OC(F)F
ep-845867 FC=CC#CC(F)(F)OC(F)(F)F
ep-845868 FC(F)=C(F)C#CC(F)OC(F)F
ep-845869 FC=C(F)C#CC(F)OC(F)(F)F
ep-845870 FC(F)=CC#CC(F)OC(F)(F)F
ep-845871 FC(F)=C(F)C#CCOC(F)(F)F
ep-845876 FC#CC#CC(F)(F)OC(F)(F)F
ep-846290 COC(F)(F)C(F)=C(F)OC(F)F
ep-846291 FCOC(F)=C(F)C(F)(F)OCF
ep-846292 COC(F)=C(F)C(F)(F)OC(F)F
ep-846293 COC(F)C(F)=C(F)OC(F)(F)F
ep-846294 FCOC(F)C(F)=C(F)OC(F)F
ep-846295 FCOC(F)=C(F)C(F)OC(F)F
ep-846296 COC(F)=C(F)C(F)OC(F)(F)F
ep-846297 FCOCC(F)=C(F)OC(F)(F)F
ep-846298 FC(COC(F)F)=C(F)OC(F)F
ep-846299 FCOC(F)=C(F)COC(F)(F)F
ep-846300 COC(F)(F)C=C(F)OC(F)(F)F
ep-846301 FCOC(F)(F)C=C(F)OC(F)F
ep-846302 FCOC(F)=CC(F)(F)OC(F)F
ep-846303 COC(F)=CC(F)(F)OC(F)(F)F
ep-846304 FCOC(F)C=C(F)OC(F)(F)F
ep-846305 FC(=CC(F)OC(F)F)OC(F)F
ep-846306 FCOC(F)=CC(F)OC(F)(F)F
ep-846307 FC(=CCOC(F)F)OC(F)(F)F
ep-846308 FC(=CCOC(F)(F)F)OC(F)F
ep-846309 COC(F)(F)C(F)=COC(F)(F)F
ep-846310 FCOC(F)(F)C(F)=COC(F)F
ep-846311 FCOC=C(F)C(F)(F)OC(F)F
ep-846312 COC=C(F)C(F)(F)OC(F)(F)F
ep-846313 FCOC(F)C(F)=COC(F)(F)F
ep-846314 FC(=COC(F)F)C(F)OC(F)F
ep-846315 FCOC=C(F)C(F)OC(F)(F)F
ep-846316 FC(=COC(F)(F)F)COC(F)F
ep-846317 FC(=COC(F)F)COC(F)(F)F
ep-846318 FCOC(F)(F)C=COC(F)(F)F
ep-846319 FC(F)OC=CC(F)(F)OC(F)F
